student_id,session_number,score,archetype
194,7,50.1,plateau
194,8,49.1,plateau
194,9,59.3,plateau
194,10,54.3,plateau
194,11,60.3,plateau
194,12,59.0,plateau
194,13,54.7,plateau
195,1,49.8,improving
195,2,55.7,improving
195,3,50.8,improving
195,4,58.2,improving
195,5,50.7,improving
195,6,52.5,improving
195,7,55.0,improving
195,8,56.8,improving
195,9,70.4,improving
195,10,59.7,improving
195,11,76.4,improving
195,12,68.3,improving
195,13,68.3,improving
195,14,83.4,improving
195,15,71.8,improving
195,16,88.7,improving
195,17,86.4,improving
195,18,67.6,improving
195,19,87.6,improving
196,1,38.6,volatile
196,2,57.6,volatile
196,3,58.2,volatile
196,4,58.3,volatile
196,5,43.4,volatile
196,6,71.7,volatile
196,7,60.3,volatile
196,8,57.0,volatile
196,9,67.4,volatile
196,10,66.5,volatile
196,11,62.2,volatile
196,12,52.6,volatile
196,13,75.2,volatile
196,14,40.7,volatile
196,15,50.9,volatile
197,1,43.4,plateau
197,2,39.7,plateau
197,3,45.8,plateau
197,4,41.9,plateau
197,5,40.2,plateau
197,6,49.0,plateau
197,7,46.8,plateau
197,8,48.8,plateau
197,9,50.9,plateau
198,1,52.5,declining
198,2,56.5,declining
198,3,57.6,declining
198,4,59.1,declining
198,5,58.0,declining
198,6,51.9,declining
198,7,50.2,declining
198,8,51.8,declining
199,1,53.0,improving
199,2,57.7,improving
199,3,62.0,improving
199,4,59.0,improving
199,5,67.3,improving
199,6,65.5,improving
199,7,72.4,improving
199,8,68.7,improving
199,9,75.1,improving
199,10,71.2,improving
199,11,77.5,improving
199,12,69.3,improving
199,13,70.7,improving
199,14,87.2,improving
200,1,62.5,improving
200,2,59.0,improving
200,3,57.5,improving
200,4,68.1,improving
200,5,59.9,improving
200,6,68.5,improving
200,7,63.9,improving
200,8,68.1,improving
200,9,74.9,improving
201,1,50.3,volatile
201,2,76.4,volatile
201,3,46.3,volatile
201,4,66.2,volatile
201,5,46.9,volatile
201,6,69.9,volatile
201,7,68.8,volatile
201,8,74.6,volatile
201,9,53.1,volatile
201,10,67.2,volatile
201,11,57.0,volatile
202,1,59.7,plateau
202,2,60.9,plateau
202,3,64.5,plateau
202,4,68.8,plateau
202,5,62.0,plateau
202,6,73.0,plateau
202,7,64.8,plateau
202,8,69.0,plateau
202,9,75.6,plateau
202,10,68.4,plateau
202,11,64.3,plateau
202,12,67.1,plateau
202,13,72.7,plateau
202,14,70.1,plateau
202,15,58.8,plateau
202,16,55.7,plateau
202,17,69.0,plateau
202,18,68.0,plateau
203,1,39.5,improving
203,2,46.0,improving
203,3,50.6,improving
203,4,40.2,improving
203,5,40.2,improving
203,6,54.3,improving
203,7,57.5,improving
203,8,54.5,improving
203,9,42.9,improving
203,10,60.6,improving
203,11,60.4,improving
204,1,55.9,plateau
204,2,54.9,plateau
204,3,52.3,plateau
204,4,54.8,plateau
204,5,56.2,plateau
204,6,58.1,plateau
204,7,53.7,plateau
204,8,60.4,plateau
204,9,56.3,plateau
204,10,57.1,plateau
204,11,56.4,plateau
204,12,66.6,plateau
204,13,61.1,plateau
204,14,67.6,plateau
205,1,66.4,plateau
205,2,66.1,plateau
205,3,64.4,plateau
205,4,68.3,plateau
205,5,72.0,plateau
205,6,66.7,plateau
205,7,74.2,plateau
205,8,71.7,plateau
205,9,76.9,plateau
205,10,70.8,plateau
205,11,67.7,plateau
205,12,68.8,plateau
206,1,65.2,improving
206,2,66.5,improving
206,3,69.0,improving
206,4,63.7,improving
206,5,77.3,improving
206,6,67.2,improving
206,7,77.3,improving
206,8,77.0,improving
206,9,75.9,improving
206,10,68.7,improving
206,11,86.8,improving
206,12,89.7,improving
206,13,84.3,improving
207,1,65.6,volatile
207,2,63.2,volatile
207,3,83.5,volatile
207,4,79.3,volatile
207,5,65.9,volatile
207,6,55.9,volatile
207,7,66.9,volatile
207,8,67.3,volatile
207,9,77.4,volatile
207,10,56.0,volatile
207,11,67.3,volatile
207,12,77.7,volatile
207,13,62.3,volatile
208,1,44.5,volatile
208,2,41.3,volatile
208,3,51.0,volatile
208,4,49.5,volatile
208,5,41.9,volatile
208,6,52.7,volatile
208,7,42.1,volatile
208,8,57.2,volatile
208,9,52.7,volatile
208,10,53.9,volatile
208,11,46.5,volatile
208,12,41.6,volatile
208,13,38.1,volatile
208,14,56.0,volatile
208,15,44.7,volatile
208,16,48.8,volatile
209,1,49.3,declining
209,2,42.8,declining
209,3,42.9,declining
209,4,41.2,declining
209,5,38.9,declining
209,6,37.3,declining
209,7,37.4,declining
209,8,29.6,declining
209,9,39.1,declining
209,10,33.5,declining
209,11,29.4,declining
209,12,28.2,declining
209,13,34.5,declining
210,1,60.6,volatile
210,2,62.1,volatile
210,3,74.0,volatile
210,4,76.0,volatile
210,5,68.0,volatile
210,6,67.3,volatile
210,7,69.4,volatile
210,8,71.2,volatile
210,9,71.3,volatile
210,10,84.4,volatile
210,11,69.9,volatile
210,12,83.3,volatile
210,13,74.5,volatile
211,1,54.6,improving
211,2,57.7,improving
211,3,63.5,improving
211,4,64.6,improving
211,5,66.0,improving
211,6,61.7,improving
211,7,61.6,improving
211,8,77.8,improving
212,1,81.0,volatile
212,2,83.9,volatile
212,3,82.0,volatile
212,4,61.5,volatile
212,5,62.9,volatile
212,6,76.0,volatile
212,7,84.3,volatile
212,8,84.0,volatile
212,9,62.7,volatile
212,10,68.2,volatile
212,11,77.1,volatile
212,12,73.0,volatile
212,13,62.6,volatile
212,14,70.2,volatile
212,15,86.3,volatile
212,16,57.5,volatile
213,1,57.3,improving
213,2,60.9,improving
213,3,58.6,improving
213,4,72.5,improving
213,5,59.0,improving
213,6,63.9,improving
213,7,73.7,improving
213,8,66.4,improving
213,9,73.9,improving
213,10,68.2,improving
213,11,63.7,improving
213,12,72.3,improving
213,13,72.1,improving
213,14,74.6,improving
213,15,86.3,improving
213,16,83.3,improving
213,17,78.9,improving
213,18,80.7,improving
213,19,94.1,improving
214,1,55.5,plateau
214,2,54.6,plateau
214,3,61.2,plateau
214,4,71.4,plateau
214,5,71.3,plateau
214,6,64.0,plateau
214,7,66.5,plateau
214,8,70.7,plateau
215,1,45.8,volatile
215,2,35.0,volatile
215,3,45.3,volatile
215,4,43.9,volatile
215,5,45.3,volatile
215,6,42.7,volatile
215,7,44.6,volatile
215,8,59.1,volatile
216,1,48.4,declining
216,2,42.9,declining
216,3,46.9,declining
216,4,46.4,declining
216,5,43.9,declining
216,6,44.5,declining
216,7,27.0,declining
216,8,34.3,declining
216,9,39.8,declining
216,10,32.5,declining
216,11,40.9,declining
217,1,72.0,improving
217,2,73.7,improving
217,3,72.2,improving
217,4,73.1,improving
217,5,70.8,improving
217,6,76.5,improving
217,7,81.2,improving
217,8,86.7,improving
217,9,86.0,improving
217,10,81.6,improving
217,11,84.7,improving
218,1,54.5,plateau
218,2,41.8,plateau
218,3,52.3,plateau
218,4,52.9,plateau
218,5,55.2,plateau
218,6,50.1,plateau
218,7,46.9,plateau
218,8,55.5,plateau
218,9,55.9,plateau
218,10,49.7,plateau
218,11,53.4,plateau
218,12,50.3,plateau
218,13,55.8,plateau
218,14,55.1,plateau
218,15,60.5,plateau
219,1,51.4,improving
219,2,53.3,improving
219,3,61.8,improving
219,4,60.0,improving
219,5,68.9,improving
219,6,71.5,improving
219,7,62.7,improving
219,8,69.6,improving
219,9,62.4,improving
219,10,69.1,improving
219,11,83.3,improving
220,1,57.9,plateau
220,2,62.9,plateau
220,3,65.3,plateau
220,4,69.1,plateau
220,5,63.4,plateau
220,6,63.0,plateau
220,7,67.2,plateau
220,8,67.8,plateau
220,9,70.0,plateau
220,10,64.3,plateau
220,11,65.5,plateau
220,12,69.5,plateau
220,13,63.1,plateau
221,1,35.0,volatile
221,2,36.5,volatile
221,3,25.7,volatile
221,4,51.1,volatile
221,5,51.0,volatile
221,6,48.6,volatile
221,7,41.4,volatile
221,8,54.2,volatile
221,9,37.0,volatile
222,1,73.4,declining
222,2,73.2,declining
222,3,69.3,declining
222,4,60.8,declining
222,5,55.4,declining
222,6,60.6,declining
222,7,54.7,declining
222,8,65.4,declining
222,9,53.3,declining
222,10,56.7,declining
222,11,53.3,declining
223,1,61.6,plateau
223,2,59.3,plateau
223,3,57.4,plateau
223,4,66.1,plateau
223,5,60.3,plateau
223,6,71.3,plateau
223,7,59.1,plateau
223,8,52.3,plateau
223,9,64.1,plateau
224,1,54.1,declining
224,2,49.7,declining
224,3,54.2,declining
224,4,47.1,declining
224,5,39.0,declining
224,6,47.3,declining
224,7,40.7,declining
224,8,44.7,declining
224,9,40.9,declining
224,10,47.0,declining
224,11,42.2,declining
225,1,49.5,plateau
225,2,49.4,plateau
225,3,44.5,plateau
225,4,53.8,plateau
225,5,52.1,plateau
225,6,50.3,plateau
225,7,53.9,plateau
225,8,58.3,plateau
225,9,52.2,plateau
225,10,49.8,plateau
225,11,50.1,plateau
225,12,51.1,plateau
225,13,49.6,plateau
225,14,50.1,plateau
225,15,51.3,plateau
225,16,52.2,plateau
225,17,47.5,plateau
225,18,54.2,plateau
225,19,46.9,plateau
226,1,58.3,improving
226,2,71.0,improving
226,3,62.7,improving
226,4,70.7,improving
226,5,69.8,improving
226,6,65.5,improving
226,7,71.2,improving
226,8,70.1,improving
226,9,76.5,improving
227,1,42.4,improving
227,2,42.1,improving
227,3,45.4,improving
227,4,46.3,improving
227,5,47.8,improving
227,6,52.5,improving
227,7,58.3,improving
227,8,55.1,improving
227,9,61.2,improving
227,10,53.8,improving
227,11,66.0,improving
228,1,60.6,plateau
228,2,64.7,plateau
228,3,61.6,plateau
228,4,62.2,plateau
228,5,72.8,plateau
228,6,75.2,plateau
228,7,70.4,plateau
228,8,74.6,plateau
229,1,55.0,improving
229,2,68.7,improving
229,3,69.3,improving
229,4,65.9,improving
229,5,75.7,improving
229,6,69.4,improving
229,7,68.6,improving
229,8,71.3,improving
229,9,81.2,improving
229,10,81.1,improving
229,11,86.5,improving
229,12,88.1,improving
230,1,64.4,improving
230,2,60.7,improving
230,3,70.7,improving
230,4,74.9,improving
230,5,73.7,improving
230,6,73.2,improving
230,7,67.9,improving
230,8,79.9,improving
230,9,77.8,improving
230,10,86.1,improving
230,11,90.8,improving
230,12,93.4,improving
230,13,86.1,improving
230,14,91.8,improving
231,1,51.7,improving
231,2,51.5,improving
231,3,51.1,improving
231,4,53.7,improving
231,5,61.0,improving
231,6,65.0,improving
231,7,62.1,improving
231,8,65.6,improving
231,9,64.0,improving
231,10,66.0,improving
231,11,69.4,improving
231,12,65.8,improving
231,13,75.6,improving
231,14,61.9,improving
231,15,67.6,improving
231,16,68.2,improving
231,17,69.7,improving
231,18,72.1,improving
232,1,46.4,declining
232,2,38.5,declining
232,3,36.0,declining
232,4,42.7,declining
232,5,38.4,declining
232,6,35.4,declining
232,7,40.4,declining
232,8,30.7,declining
232,9,25.5,declining
232,10,39.1,declining
232,11,44.3,declining
232,12,35.1,declining
232,13,15.3,declining
233,1,51.5,plateau
233,2,54.4,plateau
233,3,46.5,plateau
233,4,51.0,plateau
233,5,53.4,plateau
233,6,57.0,plateau
233,7,56.3,plateau
233,8,56.2,plateau
233,9,57.6,plateau
233,10,54.0,plateau
233,11,59.7,plateau
234,1,55.6,improving
234,2,52.5,improving
234,3,55.1,improving
234,4,57.8,improving
234,5,60.3,improving
234,6,66.9,improving
234,7,63.6,improving
234,8,60.3,improving
234,9,70.0,improving
234,10,75.3,improving
234,11,75.7,improving
234,12,70.4,improving
234,13,72.1,improving
234,14,71.8,improving
234,15,66.3,improving
234,16,67.1,improving
235,1,62.5,declining
235,2,58.5,declining
235,3,55.0,declining
235,4,59.5,declining
235,5,51.7,declining
235,6,53.4,declining
235,7,51.6,declining
235,8,53.1,declining
235,9,57.0,declining
235,10,58.9,declining
236,1,53.1,declining
236,2,52.1,declining
236,3,49.9,declining
236,4,54.1,declining
236,5,42.0,declining
236,6,44.1,declining
236,7,51.8,declining
236,8,49.9,declining
236,9,51.8,declining
236,10,51.1,declining
237,1,52.2,volatile
237,2,41.2,volatile
237,3,60.0,volatile
237,4,51.6,volatile
237,5,37.7,volatile
237,6,52.6,volatile
237,7,48.4,volatile
237,8,46.1,volatile
237,9,62.6,volatile
237,10,57.5,volatile
237,11,52.5,volatile
237,12,63.9,volatile
237,13,51.1,volatile
237,14,47.4,volatile
237,15,45.1,volatile
237,16,48.6,volatile
237,17,46.9,volatile
237,18,57.9,volatile
238,1,70.3,plateau
238,2,66.1,plateau
238,3,66.0,plateau
238,4,75.6,plateau
238,5,69.2,plateau
238,6,73.0,plateau
238,7,64.7,plateau
238,8,65.5,plateau
238,9,74.7,plateau
238,10,71.4,plateau
238,11,78.6,plateau
238,12,68.4,plateau
238,13,76.6,plateau
238,14,75.0,plateau
239,1,66.4,plateau
239,2,64.9,plateau
239,3,73.8,plateau
239,4,74.0,plateau
239,5,76.5,plateau
239,6,76.6,plateau
239,7,76.7,plateau
239,8,65.0,plateau
239,9,75.7,plateau
239,10,81.0,plateau
239,11,72.9,plateau
240,1,53.0,plateau
240,2,61.1,plateau
240,3,54.2,plateau
240,4,60.5,plateau
240,5,58.5,plateau
240,6,62.7,plateau
240,7,58.8,plateau
240,8,61.4,plateau
240,9,61.7,plateau
241,1,70.7,plateau
241,2,67.4,plateau
241,3,68.8,plateau
241,4,69.9,plateau
241,5,71.2,plateau
241,6,77.4,plateau
241,7,73.4,plateau
241,8,77.6,plateau
241,9,74.8,plateau
241,10,77.9,plateau
241,11,84.5,plateau
241,12,65.1,plateau
241,13,71.9,plateau
241,14,73.8,plateau
241,15,73.3,plateau
241,16,77.7,plateau
241,17,72.3,plateau
242,1,49.6,plateau
242,2,53.8,plateau
242,3,56.4,plateau
242,4,48.8,plateau
242,5,54.7,plateau
242,6,60.1,plateau
242,7,62.8,plateau
242,8,54.7,plateau
242,9,54.8,plateau
243,1,54.7,declining
243,2,54.0,declining
243,3,50.6,declining
243,4,47.4,declining
243,5,48.4,declining
243,6,48.9,declining
243,7,54.1,declining
243,8,56.4,declining
243,9,47.4,declining
244,1,80.1,volatile
244,2,53.4,volatile
244,3,78.0,volatile
244,4,60.4,volatile
244,5,61.3,volatile
244,6,61.3,volatile
244,7,60.9,volatile
244,8,85.2,volatile
244,9,67.6,volatile
245,1,61.5,declining
245,2,50.6,declining
245,3,47.1,declining
245,4,47.9,declining
245,5,51.5,declining
245,6,47.3,declining
245,7,47.7,declining
245,8,48.1,declining
245,9,43.1,declining
245,10,48.1,declining
245,11,38.4,declining
245,12,45.0,declining
245,13,43.2,declining
245,14,37.6,declining
245,15,36.0,declining
245,16,45.9,declining
245,17,49.1,declining
245,18,39.5,declining
246,1,46.8,plateau
246,2,50.1,plateau
246,3,50.3,plateau
246,4,62.0,plateau
246,5,53.4,plateau
246,6,57.4,plateau
246,7,52.2,plateau
246,8,55.2,plateau
246,9,60.3,plateau
246,10,59.9,plateau
246,11,59.6,plateau
247,1,50.8,plateau
247,2,56.4,plateau
247,3,59.7,plateau
247,4,65.2,plateau
247,5,68.5,plateau
247,6,70.0,plateau
247,7,64.8,plateau
247,8,63.8,plateau
247,9,66.0,plateau
247,10,59.9,plateau
247,11,63.2,plateau
247,12,66.0,plateau
247,13,75.4,plateau
247,14,66.8,plateau
248,1,68.0,volatile
248,2,64.3,volatile
248,3,77.6,volatile
248,4,73.2,volatile
248,5,48.7,volatile
248,6,55.0,volatile
248,7,54.5,volatile
248,8,57.5,volatile
248,9,57.4,volatile
248,10,46.9,volatile
248,11,64.6,volatile
248,12,62.3,volatile
248,13,49.1,volatile
248,14,65.2,volatile
248,15,63.9,volatile
248,16,43.3,volatile
248,17,62.5,volatile
248,18,52.2,volatile
249,1,61.0,improving
249,2,61.8,improving
249,3,67.0,improving
249,4,73.8,improving
249,5,73.1,improving
249,6,70.4,improving
249,7,80.0,improving
249,8,71.1,improving
249,9,72.1,improving
249,10,81.8,improving
250,1,52.8,plateau
250,2,49.4,plateau
250,3,58.9,plateau
250,4,55.9,plateau
250,5,61.7,plateau
250,6,57.1,plateau
250,7,57.2,plateau
250,8,57.0,plateau
250,9,54.1,plateau
250,10,54.8,plateau
250,11,57.9,plateau
250,12,57.1,plateau
250,13,60.6,plateau
250,14,63.4,plateau
250,15,60.8,plateau
250,16,53.1,plateau
250,17,60.4,plateau
250,18,59.2,plateau
250,19,65.2,plateau
251,1,40.2,improving
251,2,36.8,improving
251,3,40.1,improving
251,4,40.6,improving
251,5,46.8,improving
251,6,58.3,improving
251,7,49.5,improving
251,8,55.0,improving
252,1,58.5,declining
252,2,60.3,declining
252,3,65.6,declining
252,4,63.9,declining
252,5,64.3,declining
252,6,57.7,declining
252,7,54.2,declining
252,8,54.9,declining
252,9,51.3,declining
252,10,45.6,declining
252,11,47.7,declining
252,12,56.4,declining
252,13,51.3,declining
252,14,52.7,declining
252,15,49.8,declining
253,1,63.8,plateau
253,2,62.3,plateau
253,3,69.5,plateau
253,4,70.0,plateau
253,5,61.0,plateau
253,6,61.6,plateau
253,7,61.4,plateau
253,8,65.0,plateau
253,9,64.5,plateau
253,10,64.6,plateau
253,11,68.3,plateau
253,12,65.5,plateau
254,1,34.3,declining
254,2,35.9,declining
254,3,35.6,declining
254,4,30.2,declining
254,5,36.6,declining
254,6,30.6,declining
254,7,34.6,declining
254,8,33.6,declining
254,9,37.7,declining
254,10,25.3,declining
254,11,34.4,declining
254,12,24.5,declining
254,13,23.7,declining
254,14,39.6,declining
254,15,25.5,declining
254,16,26.5,declining
254,17,36.1,declining
254,18,21.3,declining
255,1,54.8,plateau
255,2,54.6,plateau
255,3,65.2,plateau
255,4,69.8,plateau
255,5,64.7,plateau
255,6,69.2,plateau
255,7,67.2,plateau
255,8,71.0,plateau
255,9,72.4,plateau
255,10,56.8,plateau
255,11,63.8,plateau
255,12,65.0,plateau
255,13,62.7,plateau
255,14,64.9,plateau
255,15,68.3,plateau
255,16,56.7,plateau
255,17,69.1,plateau
255,18,70.8,plateau
255,19,65.9,plateau
256,1,58.1,volatile
256,2,58.1,volatile
256,3,68.8,volatile
256,4,73.3,volatile
256,5,59.4,volatile
256,6,57.7,volatile
256,7,52.8,volatile
256,8,64.0,volatile
256,9,66.9,volatile
256,10,48.9,volatile
256,11,64.4,volatile
257,1,54.4,declining
257,2,62.6,declining
257,3,57.8,declining
257,4,56.8,declining
257,5,56.8,declining
257,6,58.3,declining
257,7,55.2,declining
257,8,49.9,declining
258,1,63.9,plateau
258,2,72.1,plateau
258,3,73.8,plateau
258,4,77.2,plateau
258,5,72.4,plateau
258,6,72.7,plateau
258,7,75.7,plateau
258,8,74.8,plateau
258,9,86.6,plateau
258,10,73.8,plateau
258,11,80.5,plateau
258,12,80.2,plateau
258,13,78.4,plateau
258,14,74.7,plateau
259,1,52.2,plateau
259,2,54.2,plateau
259,3,53.4,plateau
259,4,58.0,plateau
259,5,57.0,plateau
259,6,53.7,plateau
259,7,57.0,plateau
259,8,59.6,plateau
259,9,63.0,plateau
259,10,57.7,plateau
259,11,64.3,plateau
259,12,56.5,plateau
259,13,53.7,plateau
259,14,65.8,plateau
259,15,57.5,plateau
259,16,59.3,plateau
259,17,58.2,plateau
260,1,65.5,declining
260,2,65.3,declining
260,3,59.5,declining
260,4,54.6,declining
260,5,56.0,declining
260,6,62.9,declining
260,7,56.1,declining
260,8,62.4,declining
260,9,58.7,declining
260,10,55.7,declining
260,11,45.4,declining
260,12,59.4,declining
260,13,50.7,declining
260,14,51.6,declining
261,1,34.5,declining
261,2,37.6,declining
261,3,35.1,declining
261,4,36.4,declining
261,5,36.0,declining
261,6,35.6,declining
261,7,34.6,declining
261,8,32.4,declining
261,9,35.4,declining
261,10,33.3,declining
261,11,31.8,declining
261,12,32.4,declining
261,13,32.1,declining
261,14,26.8,declining
261,15,28.2,declining
261,16,19.3,declining
261,17,22.3,declining
261,18,16.8,declining
262,1,66.0,plateau
262,2,69.2,plateau
262,3,68.7,plateau
262,4,68.3,plateau
262,5,68.6,plateau
262,6,82.0,plateau
262,7,74.8,plateau
262,8,74.8,plateau
262,9,78.5,plateau
262,10,76.0,plateau
262,11,77.6,plateau
263,1,60.7,volatile
263,2,43.5,volatile
263,3,60.2,volatile
263,4,40.5,volatile
263,5,69.9,volatile
263,6,49.7,volatile
263,7,70.8,volatile
263,8,50.7,volatile
263,9,48.4,volatile
263,10,54.3,volatile
263,11,56.6,volatile
263,12,52.9,volatile
263,13,56.5,volatile
263,14,61.8,volatile
263,15,64.4,volatile
263,16,40.0,volatile
264,1,69.0,improving
264,2,68.5,improving
264,3,79.2,improving
264,4,74.4,improving
264,5,72.5,improving
264,6,78.2,improving
264,7,77.3,improving
264,8,78.6,improving
264,9,89.9,improving
265,1,56.3,plateau
265,2,64.4,plateau
265,3,71.1,plateau
265,4,71.0,plateau
265,5,67.5,plateau
265,6,60.8,plateau
265,7,59.8,plateau
265,8,66.9,plateau
266,1,34.2,volatile
266,2,37.7,volatile
266,3,40.3,volatile
266,4,64.9,volatile
266,5,61.4,volatile
266,6,40.4,volatile
266,7,46.6,volatile
266,8,68.5,volatile
266,9,44.0,volatile
266,10,43.1,volatile
266,11,37.0,volatile
266,12,58.5,volatile
266,13,45.7,volatile
266,14,66.5,volatile
266,15,42.6,volatile
266,16,60.4,volatile
267,1,42.6,declining
267,2,39.1,declining
267,3,39.6,declining
267,4,38.5,declining
267,5,38.6,declining
267,6,39.0,declining
267,7,34.3,declining
267,8,41.4,declining
268,1,50.0,declining
268,2,43.4,declining
268,3,46.7,declining
268,4,37.3,declining
268,5,55.2,declining
268,6,33.2,declining
268,7,28.8,declining
268,8,41.3,declining
268,9,36.2,declining
268,10,30.9,declining
268,11,32.0,declining
268,12,34.8,declining
268,13,30.8,declining
268,14,42.6,declining
268,15,29.0,declining
268,16,31.1,declining
268,17,32.4,declining
269,1,60.1,volatile
269,2,55.2,volatile
269,3,60.4,volatile
269,4,35.0,volatile
269,5,32.0,volatile
269,6,63.0,volatile
269,7,58.5,volatile
269,8,55.7,volatile
269,9,55.7,volatile
269,10,24.5,volatile
269,11,65.3,volatile
269,12,43.7,volatile
269,13,67.1,volatile
269,14,52.4,volatile
269,15,42.8,volatile
269,16,49.6,volatile
269,17,55.3,volatile
269,18,48.1,volatile
270,1,63.6,improving
270,2,61.5,improving
270,3,71.0,improving
270,4,64.7,improving
270,5,58.2,improving
270,6,77.5,improving
270,7,75.0,improving
270,8,78.7,improving
270,9,83.9,improving
270,10,77.3,improving
270,11,71.5,improving
270,12,83.8,improving
270,13,88.5,improving
271,1,63.5,declining
271,2,68.3,declining
271,3,61.6,declining
271,4,61.5,declining
271,5,59.0,declining
271,6,58.6,declining
271,7,57.5,declining
271,8,56.4,declining
271,9,60.9,declining
271,10,55.5,declining
271,11,55.6,declining
271,12,52.0,declining
271,13,56.6,declining
271,14,55.3,declining
272,1,48.8,declining
272,2,52.9,declining
272,3,41.9,declining
272,4,51.2,declining
272,5,46.7,declining
272,6,41.6,declining
272,7,42.6,declining
272,8,37.8,declining
272,9,35.5,declining
272,10,45.9,declining
272,11,32.9,declining
272,12,35.3,declining
272,13,42.7,declining
272,14,36.7,declining
272,15,29.3,declining
272,16,33.9,declining
273,1,56.9,plateau
273,2,59.8,plateau
273,3,57.3,plateau
273,4,64.7,plateau
273,5,66.0,plateau
273,6,68.6,plateau
273,7,67.9,plateau
273,8,64.8,plateau
274,1,40.0,plateau
274,2,45.9,plateau
274,3,35.1,plateau
274,4,41.5,plateau
274,5,43.0,plateau
274,6,54.0,plateau
274,7,50.7,plateau
274,8,47.3,plateau
274,9,42.4,plateau
274,10,42.7,plateau
274,11,52.3,plateau
274,12,41.9,plateau
274,13,48.7,plateau
275,1,47.7,improving
275,2,53.7,improving
275,3,53.9,improving
275,4,54.2,improving
275,5,55.8,improving
275,6,62.4,improving
275,7,70.9,improving
275,8,68.2,improving
275,9,63.3,improving
275,10,70.9,improving
275,11,63.9,improving
275,12,71.3,improving
275,13,74.5,improving
275,14,76.1,improving
275,15,72.9,improving
275,16,92.2,improving
275,17,88.3,improving
275,18,93.3,improving
276,1,53.2,volatile
276,2,69.2,volatile
276,3,45.9,volatile
276,4,61.7,volatile
276,5,71.6,volatile
276,6,45.5,volatile
276,7,47.1,volatile
276,8,61.7,volatile
276,9,55.6,volatile
277,1,69.5,plateau
277,2,63.7,plateau
277,3,76.2,plateau
277,4,75.7,plateau
277,5,69.2,plateau
277,6,65.7,plateau
277,7,67.8,plateau
277,8,70.1,plateau
277,9,72.5,plateau
277,10,64.0,plateau
277,11,66.8,plateau
278,1,60.2,plateau
278,2,62.7,plateau
278,3,68.9,plateau
278,4,70.3,plateau
278,5,73.2,plateau
278,6,74.5,plateau
278,7,70.1,plateau
278,8,67.6,plateau
279,1,55.0,declining
279,2,54.6,declining
279,3,62.1,declining
279,4,52.5,declining
279,5,49.2,declining
279,6,58.6,declining
279,7,48.0,declining
279,8,50.0,declining
279,9,44.1,declining
279,10,53.5,declining
279,11,51.8,declining
279,12,39.6,declining
279,13,45.3,declining
279,14,38.7,declining
279,15,36.9,declining
279,16,47.7,declining
279,17,53.8,declining
279,18,48.4,declining
280,1,44.2,improving
280,2,48.9,improving
280,3,43.1,improving
280,4,49.6,improving
280,5,52.7,improving
280,6,56.0,improving
280,7,54.6,improving
280,8,51.3,improving
280,9,59.9,improving
280,10,67.3,improving
280,11,60.4,improving
280,12,52.1,improving
280,13,59.4,improving
280,14,69.4,improving
280,15,66.7,improving
280,16,67.2,improving
280,17,58.9,improving
281,1,43.7,plateau
281,2,45.3,plateau
281,3,56.8,plateau
281,4,52.6,plateau
281,5,48.7,plateau
281,6,47.9,plateau
281,7,51.7,plateau
281,8,49.4,plateau
281,9,49.2,plateau
281,10,46.5,plateau
281,11,53.7,plateau
281,12,44.7,plateau
282,1,70.1,improving
282,2,71.5,improving
282,3,69.2,improving
282,4,76.9,improving
282,5,66.6,improving
282,6,76.7,improving
282,7,86.2,improving
282,8,79.6,improving
282,9,92.1,improving
282,10,82.0,improving
283,1,46.2,improving
283,2,57.8,improving
283,3,53.3,improving
283,4,50.5,improving
283,5,60.5,improving
283,6,56.2,improving
283,7,44.4,improving
283,8,56.4,improving
283,9,60.9,improving
283,10,60.8,improving
283,11,72.9,improving
283,12,79.3,improving
283,13,66.0,improving
283,14,68.7,improving
283,15,70.2,improving
284,1,70.0,volatile
284,2,62.0,volatile
284,3,67.2,volatile
284,4,62.3,volatile
284,5,62.2,volatile
284,6,73.5,volatile
284,7,47.7,volatile
284,8,52.7,volatile
284,9,60.9,volatile
284,10,55.9,volatile
284,11,79.0,volatile
284,12,52.4,volatile
284,13,69.5,volatile
284,14,46.9,volatile
284,15,50.9,volatile
284,16,48.0,volatile
284,17,71.9,volatile
284,18,57.0,volatile
284,19,59.5,volatile
285,1,73.1,declining
285,2,67.0,declining
285,3,70.8,declining
285,4,62.0,declining
285,5,54.6,declining
285,6,62.7,declining
285,7,58.4,declining
285,8,60.1,declining
285,9,63.8,declining
286,1,55.1,volatile
286,2,57.6,volatile
286,3,52.4,volatile
286,4,55.0,volatile
286,5,75.1,volatile
286,6,68.6,volatile
286,7,56.5,volatile
286,8,62.2,volatile
286,9,67.7,volatile
286,10,73.9,volatile
286,11,56.7,volatile
286,12,64.2,volatile
286,13,64.1,volatile
286,14,55.5,volatile
286,15,60.4,volatile
286,16,71.6,volatile
286,17,55.8,volatile
286,18,65.0,volatile
287,1,54.8,plateau
287,2,51.1,plateau
287,3,55.0,plateau
287,4,55.6,plateau
287,5,63.7,plateau
287,6,68.1,plateau
287,7,64.4,plateau
287,8,66.7,plateau
287,9,61.1,plateau
287,10,63.0,plateau
287,11,65.5,plateau
287,12,61.8,plateau
287,13,60.3,plateau
287,14,63.9,plateau
287,15,61.6,plateau
