student_id,question_id,topic,is_correct
93,Q4059,Algebra,True
93,Q6163,Mechanics,False
93,Q6395,Reading Comprehension,False
93,Q2832,Statistics,False
93,Q3114,Statistics,True
93,Q4355,Algebra,True
93,Q7173,Vocabulary,True
93,Q5421,Geometry,True
93,Q5063,Algebra,False
93,Q6691,Reading Comprehension,False
93,Q4206,Statistics,True
93,Q8687,Grammar,True
93,Q4158,Statistics,True
93,Q7874,Vocabulary,True
93,Q8297,Vocabulary,True
93,Q7550,Vocabulary,True
94,Q4318,Algebra,True
94,Q7947,Vocabulary,True
94,Q7603,Writing,True
94,Q7949,Vocabulary,True
94,Q7614,Vocabulary,True
94,Q6302,Mechanics,False
94,Q7409,Vocabulary,True
94,Q6394,Reading Comprehension,False
94,Q5866,Statistics,False
94,Q7076,Vocabulary,True
94,Q6898,Vocabulary,True
94,Q6702,Reading Comprehension,False
94,Q2425,Algebra,True
94,Q6238,Inorganic,False
94,Q3809,Algebra,True
94,Q8017,Vocabulary,True
94,Q6589,Reading Comprehension,True
94,Q5847,Algebra,True
94,Q8731,Vocabulary,True
94,Q8834,Vocabulary,True
94,Q5136,Algebra,False
94,Q6212,Mechanics,True
94,Q2748,Statistics,True
94,Q3120,Algebra,False
94,Q8786,Grammar,True
95,Q3936,Algebra,True
95,Q6160,Electricity & Magnetism,True
95,Q8197,Vocabulary,True
95,Q8138,Vocabulary,True
95,Q2469,Algebra,False
95,Q4617,Algebra,False
95,Q6190,Mechanics,False
95,Q4448,Statistics,False
95,Q4689,Algebra,False
95,Q8127,Vocabulary,False
95,Q5840,Statistics,False
95,Q3933,Statistics,False
95,Q4205,Statistics,False
95,Q7136,Vocabulary,True
95,Q2182,Algebra,True
95,Q4369,Geometry,True
96,Q2072,Algebra,True
96,Q7429,Vocabulary,False
96,Q7947,Vocabulary,False
96,Q4689,Algebra,False
96,Q7716,Writing,False
96,Q2924,Statistics,True
96,Q5996,Mechanics,True
96,Q3405,Algebra,True
96,Q5622,Statistics,True
96,Q7029,Vocabulary,False
96,Q2544,Algebra,False
96,Q3203,Statistics,True
96,Q3110,Statistics,True
96,Q3542,Algebra,False
96,Q8720,Vocabulary,False
96,Q7831,Vocabulary,True
96,Q5840,Statistics,True
96,Q3728,Algebra,False
96,Q5774,Geometry,False
96,Q7670,Vocabulary,False
96,Q6013,Inorganic,False
96,Q4084,Algebra,True
96,Q7622,Vocabulary,True
96,Q7738,Vocabulary,True
96,Q6882,Vocabulary,False
96,Q6915,Vocabulary,False
97,Q2906,Algebra,False
97,Q5806,Algebra,True
97,Q4582,Algebra,False
97,Q6148,Mechanics,True
97,Q8541,Vocabulary,False
97,Q7456,Writing,False
97,Q3314,Algebra,False
97,Q3937,Algebra,False
97,Q2949,Algebra,False
97,Q4962,Statistics,True
97,Q8398,Vocabulary,False
97,Q8224,Grammar,False
97,Q7272,Vocabulary,True
97,Q6267,Waves & Optics,False
97,Q3977,Statistics,True
97,Q7393,Vocabulary,False
97,Q3634,Statistics,False
98,Q4845,Algebra,False
98,Q3624,Algebra,True
98,Q2014,Statistics,True
98,Q3625,Algebra,True
98,Q6825,Reading Comprehension,True
98,Q6445,Reading Comprehension,True
98,Q8210,Vocabulary,True
98,Q8121,Vocabulary,True
98,Q8096,Vocabulary,True
98,Q3862,Algebra,True
98,Q4059,Algebra,True
98,Q5184,Algebra,True
98,Q7548,Vocabulary,True
98,Q7931,Vocabulary,True
98,Q3500,Algebra,True
98,Q3002,Algebra,True
98,Q6836,Reading Comprehension,False
98,Q8670,Vocabulary,True
98,Q6043,Inorganic,False
98,Q3733,Algebra,True
98,Q5285,Statistics,False
98,Q2724,Algebra,True
98,Q2751,Algebra,True
98,Q4391,Algebra,True
98,Q5056,Trigonometry,False
98,Q5359,Geometry,True
98,Q4551,Statistics,False
98,Q3717,Algebra,True
99,Q3843,Statistics,True
99,Q2681,Algebra,True
99,Q8564,Vocabulary,False
99,Q6554,Reading Comprehension,False
99,Q7601,Vocabulary,False
99,Q5031,Algebra,True
99,Q7270,Grammar,True
99,Q6989,Vocabulary,False
99,Q2141,Algebra,False
99,Q6986,Vocabulary,False
99,Q6237,Inorganic,False
99,Q2684,Algebra,True
99,Q7080,Vocabulary,False
99,Q7086,Vocabulary,False
99,Q3346,Statistics,True
99,Q6168,Physical Chemistry,True
99,Q5878,Algebra,True
100,Q7808,Vocabulary,True
100,Q2712,Algebra,True
100,Q6762,Reading Comprehension,True
100,Q7647,Vocabulary,True
100,Q7736,Grammar,True
100,Q7372,Vocabulary,True
100,Q3268,Algebra,True
100,Q4982,Statistics,True
100,Q6812,Reading Comprehension,True
100,Q6995,Vocabulary,False
100,Q2732,Algebra,True
100,Q2535,Algebra,True
100,Q5010,Algebra,True
100,Q2344,Algebra,True
100,Q5832,Statistics,True
100,Q4980,Statistics,True
100,Q7796,Grammar,True
100,Q8684,Vocabulary,True
100,Q8086,Vocabulary,True
101,Q3571,Algebra,False
101,Q4653,Statistics,True
101,Q2155,Algebra,False
101,Q4930,Geometry,False
101,Q8511,Vocabulary,False
101,Q4616,Statistics,True
101,Q6737,Reading Comprehension,True
101,Q3577,Algebra,False
101,Q6770,Reading Comprehension,True
101,Q7815,Vocabulary,False
101,Q2262,Algebra,False
101,Q7551,Vocabulary,True
101,Q6956,Vocabulary,False
101,Q5896,Statistics,False
101,Q5892,Statistics,True
101,Q6432,Reading Comprehension,True
101,Q3029,Algebra,False
101,Q4505,Algebra,False
101,Q6612,Reading Comprehension,False
101,Q3554,Statistics,False
102,Q3745,Statistics,False
102,Q8149,Grammar,True
102,Q6220,Inorganic,True
102,Q4115,Algebra,True
102,Q4454,Algebra,True
102,Q2984,Statistics,False
102,Q2353,Algebra,True
102,Q4537,Algebra,True
102,Q7149,Vocabulary,False
102,Q2186,Algebra,True
102,Q2997,Algebra,True
102,Q5223,Algebra,True
102,Q3834,Algebra,True
102,Q8589,Vocabulary,False
102,Q7963,Vocabulary,True
102,Q3561,Algebra,True
102,Q2567,Statistics,True
102,Q7964,Vocabulary,True
102,Q6701,Reading Comprehension,False
102,Q7747,Vocabulary,True
102,Q8587,Vocabulary,False
102,Q8824,Vocabulary,False
102,Q5618,Algebra,True
103,Q5218,Algebra,False
103,Q5878,Algebra,False
103,Q4873,Algebra,False
103,Q5267,Algebra,False
103,Q3672,Algebra,False
103,Q8216,Vocabulary,True
103,Q5722,Algebra,False
103,Q3175,Geometry,False
103,Q2695,Trigonometry,True
103,Q3143,Algebra,False
103,Q3802,Algebra,False
103,Q3499,Statistics,True
103,Q8078,Vocabulary,False
103,Q6490,Reading Comprehension,False
103,Q8700,Vocabulary,True
103,Q7706,Vocabulary,True
103,Q5954,Inorganic,True
103,Q3157,Algebra,False
104,Q4261,Statistics,False
104,Q3034,Algebra,True
104,Q8083,Vocabulary,True
104,Q7239,Vocabulary,False
104,Q6454,Reading Comprehension,True
104,Q4239,Algebra,False
104,Q5227,Algebra,True
104,Q6037,Physical Chemistry,False
104,Q3354,Algebra,False
104,Q3435,Algebra,True
104,Q2599,Algebra,True
104,Q6198,Mechanics,False
104,Q3542,Algebra,True
104,Q6440,Reading Comprehension,True
104,Q4737,Algebra,True
104,Q3173,Algebra,True
104,Q3228,Algebra,True
104,Q2901,Algebra,True
104,Q4108,Statistics,False
105,Q5353,Algebra,True
105,Q5450,Statistics,True
105,Q7958,Vocabulary,False
105,Q3160,Algebra,False
105,Q4935,Algebra,False
105,Q6017,Physical Chemistry,True
105,Q4990,Algebra,True
105,Q8562,Vocabulary,False
105,Q8941,Physical Chemistry,True
105,Q4032,Statistics,False
105,Q4652,Statistics,True
105,Q3770,Algebra,True
105,Q5175,Algebra,False
105,Q8168,Vocabulary,False
105,Q2021,Algebra,True
105,Q3865,Statistics,False
105,Q7993,Vocabulary,False
105,Q5439,Geometry,False
105,Q8088,Vocabulary,False
105,Q4355,Algebra,False
105,Q7649,Vocabulary,False
106,Q7043,Grammar,True
106,Q2091,Algebra,False
106,Q6454,Reading Comprehension,True
106,Q2999,Algebra,False
106,Q4470,Algebra,False
106,Q4434,Geometry,True
106,Q4506,Statistics,False
106,Q5977,Waves & Optics,True
106,Q5440,Algebra,True
106,Q7303,Vocabulary,True
106,Q5767,Statistics,True
106,Q5047,Statistics,False
106,Q3468,Statistics,True
106,Q4171,Algebra,False
106,Q8876,Algebra,True
106,Q7986,Grammar,False
106,Q6999,Vocabulary,True
106,Q5935,Electricity & Magnetism,False
106,Q7644,Grammar,True
106,Q8300,Vocabulary,True
106,Q3117,Algebra,False
106,Q6331,Mechanics,False
106,Q6738,Reading Comprehension,False
106,Q2150,Algebra,False
107,Q6205,Inorganic,True
107,Q3779,Algebra,True
107,Q3542,Algebra,True
107,Q4461,Algebra,True
107,Q3331,Statistics,True
107,Q2543,Algebra,True
107,Q8455,Vocabulary,False
107,Q8605,Vocabulary,False
107,Q6903,Vocabulary,False
107,Q6907,Vocabulary,False
107,Q8597,Vocabulary,True
107,Q3777,Algebra,True
107,Q3207,Algebra,True
107,Q4776,Algebra,True
107,Q8143,Vocabulary,True
107,Q2609,Statistics,False
107,Q4491,Algebra,True
107,Q5898,Algebra,True
108,Q6557,Reading Comprehension,False
108,Q5813,Algebra,False
108,Q6170,Mechanics,True
108,Q8513,Vocabulary,True
108,Q2289,Algebra,False
108,Q4998,Algebra,False
108,Q7179,Vocabulary,True
108,Q3841,Trigonometry,True
108,Q2907,Trigonometry,True
108,Q6656,Reading Comprehension,False
108,Q6854,Reading Comprehension,False
108,Q7642,Vocabulary,False
108,Q7520,Grammar,True
108,Q5240,Algebra,False
108,Q7503,Vocabulary,True
108,Q4323,Algebra,False
108,Q4837,Algebra,False
108,Q2252,Algebra,False
108,Q6529,Reading Comprehension,False
108,Q3665,Algebra,False
108,Q7930,Vocabulary,True
108,Q3359,Algebra,False
109,Q8699,Vocabulary,True
109,Q7097,Vocabulary,True
109,Q3951,Algebra,False
109,Q6691,Reading Comprehension,True
109,Q7581,Vocabulary,True
109,Q8836,Vocabulary,False
109,Q3495,Algebra,False
109,Q5650,Statistics,True
109,Q4617,Algebra,False
109,Q5182,Algebra,False
109,Q7372,Vocabulary,True
109,Q3573,Algebra,False
109,Q2711,Geometry,False
109,Q8686,Vocabulary,False
109,Q5893,Algebra,False
109,Q6919,Grammar,False
109,Q3016,Algebra,False
109,Q2681,Algebra,False
109,Q7478,Grammar,False
109,Q2512,Algebra,False
109,Q4142,Statistics,True
109,Q2809,Algebra,False
109,Q7601,Vocabulary,True
109,Q4322,Trigonometry,True
109,Q3040,Algebra,False
109,Q4219,Statistics,True
109,Q2742,Algebra,False
109,Q4013,Algebra,False
110,Q7001,Vocabulary,False
110,Q3392,Algebra,True
110,Q6533,Reading Comprehension,True
110,Q6317,Inorganic,True
110,Q6643,Reading Comprehension,False
110,Q3226,Statistics,False
110,Q6934,Vocabulary,False
110,Q4257,Algebra,True
110,Q7875,Vocabulary,True
110,Q3999,Statistics,False
110,Q8456,Vocabulary,False
110,Q4394,Geometry,False
110,Q5153,Algebra,True
110,Q7683,Vocabulary,False
110,Q3994,Algebra,False
110,Q8890,Calculus,False
110,Q4246,Algebra,True
111,Q8561,Vocabulary,True
111,Q3480,Statistics,True
111,Q8577,Vocabulary,True
111,Q7757,Vocabulary,True
111,Q7552,Vocabulary,True
111,Q7058,Vocabulary,True
111,Q5747,Algebra,False
111,Q8718,Grammar,False
111,Q6053,Inorganic,False
111,Q3463,Algebra,False
111,Q6096,Inorganic,False
111,Q5558,Algebra,True
111,Q6758,Reading Comprehension,True
111,Q3739,Geometry,False
111,Q4575,Algebra,False
111,Q5733,Statistics,False
111,Q5904,Electricity & Magnetism,True
111,Q2457,Algebra,False
111,Q7265,Vocabulary,True
111,Q5401,Algebra,False
112,Q3094,Algebra,True
112,Q3538,Algebra,True
112,Q3885,Algebra,False
112,Q4725,Algebra,True
112,Q2472,Algebra,True
112,Q5788,Geometry,False
112,Q6536,Reading Comprehension,False
112,Q7129,Vocabulary,False
112,Q5471,Statistics,True
112,Q5634,Algebra,True
112,Q4585,Algebra,True
112,Q4558,Statistics,True
112,Q7812,Vocabulary,True
112,Q5375,Algebra,True
112,Q2559,Algebra,True
112,Q7408,Vocabulary,False
113,Q4201,Algebra,True
113,Q3484,Algebra,False
113,Q4137,Statistics,True
113,Q5720,Algebra,False
113,Q8741,Grammar,False
113,Q6648,Reading Comprehension,False
113,Q5370,Algebra,False
113,Q7248,Vocabulary,False
113,Q7101,Writing,False
113,Q6847,Reading Comprehension,False
113,Q3551,Algebra,False
113,Q4687,Algebra,False
113,Q2455,Algebra,True
113,Q8178,Vocabulary,False
113,Q6910,Vocabulary,True
113,Q8387,Vocabulary,True
113,Q8549,Vocabulary,False
113,Q2261,Trigonometry,True
113,Q8258,Vocabulary,False
113,Q6153,Mechanics,False
113,Q6990,Vocabulary,False
113,Q8644,Vocabulary,True
113,Q2471,Algebra,True
114,Q8505,Grammar,True
114,Q3103,Geometry,True
114,Q2716,Algebra,True
114,Q8385,Vocabulary,False
114,Q4458,Algebra,True
114,Q8498,Vocabulary,False
114,Q7068,Grammar,True
114,Q4771,Algebra,True
114,Q8090,Vocabulary,False
114,Q3505,Statistics,False
114,Q7706,Vocabulary,True
114,Q4036,Algebra,True
114,Q2338,Algebra,True
114,Q2704,Algebra,True
114,Q6109,Waves & Optics,False
114,Q3213,Algebra,True
114,Q8313,Vocabulary,True
114,Q2657,Statistics,True
114,Q4815,Algebra,True
114,Q5013,Algebra,True
114,Q5939,Inorganic,True
114,Q4872,Algebra,True
115,Q3957,Geometry,True
115,Q8168,Vocabulary,False
115,Q5389,Algebra,True
115,Q4712,Algebra,True
115,Q3966,Algebra,False
115,Q7923,Vocabulary,False
115,Q2288,Algebra,True
115,Q6631,Reading Comprehension,True
115,Q8375,Vocabulary,False
115,Q6515,Reading Comprehension,False
115,Q7316,Vocabulary,True
115,Q8490,Grammar,False
115,Q4741,Algebra,False
115,Q8307,Vocabulary,True
115,Q6577,Reading Comprehension,True
116,Q4453,Statistics,False
116,Q3398,Algebra,False
116,Q8160,Grammar,True
116,Q8801,Vocabulary,False
116,Q5098,Algebra,True
116,Q5845,Algebra,True
116,Q5150,Algebra,False
116,Q3852,Algebra,True
116,Q5938,Electricity & Magnetism,False
116,Q6982,Vocabulary,False
116,Q5689,Statistics,False
116,Q7644,Grammar,True
116,Q2899,Trigonometry,False
116,Q4415,Algebra,True
116,Q8155,Vocabulary,False
116,Q4258,Algebra,True
116,Q5975,Inorganic,False
116,Q2893,Algebra,True
116,Q3564,Algebra,False
116,Q7608,Vocabulary,False
116,Q4737,Algebra,True
116,Q3366,Algebra,False
117,Q5357,Algebra,True
117,Q4775,Algebra,False
117,Q2186,Algebra,True
117,Q5575,Algebra,False
117,Q7114,Vocabulary,True
117,Q4297,Statistics,True
117,Q8591,Vocabulary,True
117,Q5348,Algebra,True
117,Q2777,Statistics,True
117,Q2863,Algebra,True
117,Q6448,Reading Comprehension,True
117,Q4075,Algebra,False
117,Q3791,Algebra,True
117,Q4015,Statistics,True
117,Q6013,Inorganic,False
117,Q2163,Algebra,True
117,Q7060,Vocabulary,True
117,Q2712,Algebra,True
117,Q3691,Algebra,True
117,Q3467,Algebra,True
118,Q4163,Algebra,True
118,Q4934,Statistics,False
118,Q5109,Trigonometry,False
118,Q8516,Vocabulary,True
118,Q2408,Statistics,False
118,Q2005,Algebra,True
118,Q2816,Algebra,True
118,Q2141,Algebra,True
118,Q4414,Algebra,True
118,Q6788,Reading Comprehension,True
118,Q8268,Grammar,True
118,Q6077,Inorganic,True
118,Q2785,Statistics,False
118,Q2479,Statistics,False
118,Q5343,Algebra,True
118,Q2595,Statistics,False
118,Q7839,Vocabulary,False
118,Q6597,Reading Comprehension,True
118,Q4140,Algebra,True
118,Q7925,Grammar,True
118,Q5617,Algebra,True
118,Q2573,Algebra,True
119,Q7792,Vocabulary,True
119,Q6814,Reading Comprehension,False
119,Q8623,Vocabulary,True
119,Q5327,Algebra,False
119,Q2466,Statistics,False
119,Q2103,Geometry,False
119,Q7318,Vocabulary,True
119,Q5004,Algebra,False
119,Q6682,Reading Comprehension,True
119,Q4177,Statistics,False
119,Q5277,Trigonometry,False
119,Q7354,Grammar,False
119,Q7733,Grammar,True
119,Q3941,Trigonometry,False
119,Q7427,Vocabulary,True
119,Q7568,Vocabulary,True
119,Q5717,Algebra,False
119,Q6832,Reading Comprehension,True
119,Q4905,Algebra,False
119,Q6373,Inorganic,True
119,Q2627,Algebra,False
119,Q4388,Algebra,False
119,Q5745,Algebra,False
119,Q6041,Inorganic,False
120,Q3437,Algebra,True
120,Q8461,Vocabulary,False
120,Q8665,Vocabulary,False
120,Q2682,Geometry,False
120,Q7231,Vocabulary,False
120,Q8463,Vocabulary,False
120,Q5742,Algebra,True
120,Q8498,Vocabulary,False
120,Q8220,Vocabulary,True
120,Q7950,Vocabulary,False
120,Q2400,Algebra,True
120,Q8147,Vocabulary,False
120,Q2803,Algebra,False
120,Q3685,Algebra,True
120,Q8608,Vocabulary,False
120,Q5792,Algebra,True
120,Q6089,Inorganic,True
120,Q4033,Algebra,True
120,Q3092,Geometry,True
121,Q5057,Algebra,True
121,Q3166,Algebra,True
121,Q4348,Algebra,True
121,Q5520,Statistics,False
121,Q2925,Algebra,True
121,Q4500,Algebra,True
121,Q3080,Algebra,True
121,Q6859,Reading Comprehension,False
121,Q4173,Algebra,True
121,Q2007,Algebra,True
121,Q3210,Algebra,True
121,Q3113,Trigonometry,False
121,Q2252,Algebra,True
121,Q2488,Algebra,True
121,Q5823,Algebra,True
121,Q8612,Vocabulary,True
121,Q8905,Vocabulary,True
121,Q4070,Statistics,False
121,Q2702,Algebra,True
122,Q2996,Statistics,True
122,Q2497,Algebra,True
122,Q3381,Algebra,False
122,Q8855,Vocabulary,True
122,Q2358,Algebra,False
122,Q7246,Vocabulary,False
122,Q4849,Algebra,False
122,Q7778,Vocabulary,True
122,Q7599,Vocabulary,True
122,Q7165,Vocabulary,False
122,Q2040,Statistics,True
122,Q3988,Algebra,False
122,Q7021,Vocabulary,True
122,Q7569,Vocabulary,False
122,Q7370,Vocabulary,True
122,Q7711,Vocabulary,False
122,Q3162,Statistics,True
122,Q2760,Algebra,False
122,Q7433,Vocabulary,True
122,Q7607,Vocabulary,True
123,Q7741,Vocabulary,True
123,Q5181,Geometry,True
123,Q5233,Algebra,True
123,Q5190,Statistics,False
123,Q3211,Statistics,False
123,Q7536,Vocabulary,True
123,Q5397,Algebra,True
123,Q8867,Vocabulary,True
123,Q7129,Vocabulary,True
123,Q6871,Reading Comprehension,True
123,Q4882,Statistics,False
123,Q5409,Algebra,True
123,Q7595,Vocabulary,True
123,Q5802,Algebra,False
123,Q7735,Vocabulary,False
123,Q7057,Vocabulary,False
123,Q4384,Algebra,True
124,Q4209,Algebra,True
124,Q6308,Mechanics,False
124,Q8578,Vocabulary,False
124,Q2350,Algebra,True
124,Q2901,Algebra,True
124,Q8057,Vocabulary,False
124,Q5376,Statistics,True
124,Q5295,Statistics,True
124,Q8399,Vocabulary,True
124,Q8724,Grammar,True
124,Q4826,Algebra,True
124,Q3341,Algebra,True
124,Q6845,Reading Comprehension,True
124,Q6169,Physical Chemistry,False
124,Q4805,Algebra,True
124,Q6707,Reading Comprehension,True
124,Q6117,Inorganic,True
124,Q3128,Algebra,True
124,Q4036,Algebra,True
124,Q5847,Algebra,True
124,Q2839,Algebra,True
124,Q4391,Algebra,True
124,Q4205,Statistics,True
125,Q6458,Reading Comprehension,True
125,Q8437,Vocabulary,True
125,Q4615,Statistics,False
125,Q8505,Grammar,False
125,Q6244,Electricity & Magnetism,True
125,Q2471,Algebra,False
125,Q2780,Statistics,False
125,Q4315,Algebra,False
125,Q4234,Algebra,False
125,Q3796,Statistics,False
125,Q7299,Vocabulary,True
125,Q8248,Vocabulary,True
125,Q5898,Algebra,False
125,Q7429,Vocabulary,True
125,Q7337,Vocabulary,True
125,Q5492,Algebra,False
125,Q6875,Vocabulary,True
125,Q8614,Vocabulary,True
125,Q4600,Statistics,False
125,Q8733,Vocabulary,True
125,Q5987,Waves & Optics,False
125,Q3097,Algebra,False
125,Q7760,Vocabulary,True
125,Q5972,Inorganic,False
125,Q4669,Algebra,False
125,Q3630,Algebra,False
125,Q4350,Algebra,False
125,Q3414,Algebra,False
125,Q8902,Reading Comprehension,True
126,Q2724,Algebra,False
126,Q5715,Algebra,False
126,Q5100,Algebra,False
126,Q3238,Statistics,False
126,Q4416,Statistics,False
126,Q8679,Grammar,False
126,Q5653,Trigonometry,False
126,Q5132,Algebra,False
126,Q2944,Geometry,False
126,Q7094,Vocabulary,True
126,Q4816,Algebra,False
126,Q6509,Reading Comprehension,True
126,Q5241,Algebra,False
126,Q4733,Geometry,True
126,Q5213,Algebra,False
127,Q3731,Algebra,True
127,Q2534,Algebra,False
127,Q3108,Statistics,False
127,Q2851,Algebra,False
127,Q4597,Statistics,False
127,Q6836,Reading Comprehension,True
127,Q6636,Reading Comprehension,False
127,Q3665,Algebra,False
127,Q8035,Vocabulary,False
127,Q4567,Geometry,False
127,Q3371,Algebra,False
127,Q3597,Statistics,False
127,Q3724,Statistics,False
127,Q3430,Algebra,False
127,Q3575,Algebra,False
127,Q7871,Vocabulary,False
127,Q7497,Vocabulary,False
127,Q8014,Grammar,False
127,Q3230,Geometry,False
127,Q5591,Algebra,False
127,Q5277,Trigonometry,True
127,Q3060,Statistics,False
127,Q5907,Electricity & Magnetism,False
128,Q4251,Algebra,False
128,Q8890,Calculus,False
128,Q5187,Algebra,False
128,Q7740,Vocabulary,False
128,Q7780,Vocabulary,True
128,Q5409,Algebra,True
128,Q2479,Statistics,True
128,Q7883,Vocabulary,True
128,Q7408,Vocabulary,True
128,Q2066,Statistics,False
128,Q8417,Vocabulary,False
128,Q6791,Reading Comprehension,False
128,Q6818,Reading Comprehension,False
128,Q5506,Algebra,True
128,Q8662,Vocabulary,True
128,Q5462,Algebra,False
128,Q3338,Algebra,False
128,Q8511,Vocabulary,False
128,Q2816,Algebra,True
128,Q7546,Vocabulary,True
128,Q4312,Statistics,True
128,Q6525,Reading Comprehension,True
128,Q6652,Reading Comprehension,True
128,Q5892,Statistics,False
128,Q4841,Statistics,False
128,Q4026,Statistics,False
128,Q2015,Algebra,False
129,Q6892,Vocabulary,True
129,Q7941,Vocabulary,False
129,Q3100,Algebra,True
129,Q6183,Mechanics,True
129,Q3786,Algebra,True
129,Q7645,Vocabulary,True
129,Q5275,Statistics,True
129,Q6611,Reading Comprehension,False
129,Q3209,Statistics,True
129,Q4782,Algebra,True
129,Q3521,Statistics,False
129,Q7586,Vocabulary,False
129,Q6177,Electricity & Magnetism,True
129,Q4658,Algebra,False
129,Q7319,Vocabulary,True
129,Q2213,Algebra,False
129,Q5945,Waves & Optics,False
129,Q2661,Algebra,False
129,Q6633,Reading Comprehension,False
129,Q3919,Algebra,True
129,Q2027,Statistics,False
130,Q2205,Statistics,True
130,Q4977,Statistics,False
130,Q8277,Vocabulary,False
130,Q7559,Vocabulary,False
130,Q5091,Algebra,False
130,Q2190,Algebra,True
130,Q5889,Statistics,False
130,Q8790,Vocabulary,False
130,Q8018,Vocabulary,False
130,Q6331,Mechanics,False
130,Q8333,Vocabulary,False
130,Q7588,Vocabulary,True
130,Q3727,Statistics,False
130,Q4073,Algebra,True
130,Q8588,Grammar,False
130,Q6584,Reading Comprehension,False
130,Q7330,Vocabulary,False
130,Q5538,Algebra,True
130,Q2049,Trigonometry,True
130,Q5815,Algebra,True
130,Q4314,Statistics,False
130,Q2154,Statistics,False
130,Q6850,Reading Comprehension,True
130,Q5219,Algebra,True
130,Q3357,Algebra,True
130,Q8556,Vocabulary,False
130,Q3295,Algebra,True
130,Q6415,Reading Comprehension,True
131,Q8604,Vocabulary,True
131,Q8838,Vocabulary,False
131,Q3058,Algebra,False
131,Q7546,Vocabulary,False
131,Q4046,Statistics,True
131,Q8744,Vocabulary,True
131,Q6280,Mechanics,True
131,Q3289,Algebra,False
131,Q5285,Statistics,False
131,Q8541,Vocabulary,True
131,Q8710,Vocabulary,True
131,Q7913,Vocabulary,True
131,Q2700,Statistics,True
131,Q6464,Reading Comprehension,True
131,Q4000,Algebra,True
131,Q5579,Algebra,False
132,Q3642,Algebra,False
132,Q3391,Algebra,False
132,Q2275,Trigonometry,True
132,Q2493,Statistics,False
132,Q3912,Statistics,False
132,Q7467,Vocabulary,True
132,Q6116,Mechanics,False
132,Q6212,Mechanics,False
132,Q7850,Vocabulary,True
132,Q6778,Reading Comprehension,False
132,Q8200,Vocabulary,False
132,Q4467,Statistics,False
132,Q6623,Reading Comprehension,True
132,Q8069,Vocabulary,True
132,Q3541,Statistics,False
132,Q7158,Vocabulary,True
132,Q5076,Algebra,False
133,Q3161,Algebra,True
133,Q6011,Physical Chemistry,False
133,Q7077,Vocabulary,True
133,Q8347,Vocabulary,True
133,Q8140,Vocabulary,False
133,Q6434,Reading Comprehension,False
133,Q4299,Algebra,True
133,Q2711,Geometry,False
133,Q7052,Vocabulary,True
133,Q5202,Algebra,False
133,Q4297,Statistics,True
133,Q5094,Algebra,True
133,Q7846,Vocabulary,True
133,Q8235,Vocabulary,True
133,Q5951,Mechanics,False
133,Q8621,Vocabulary,True
133,Q4287,Algebra,True
134,Q2153,Algebra,True
134,Q6701,Reading Comprehension,False
134,Q5106,Statistics,False
134,Q5283,Statistics,False
134,Q5502,Algebra,False
134,Q7768,Vocabulary,False
134,Q5709,Algebra,True
134,Q5910,Mechanics,False
134,Q8659,Vocabulary,True
134,Q2391,Statistics,False
134,Q4790,Algebra,True
134,Q4974,Algebra,False
134,Q3876,Algebra,True
134,Q4922,Algebra,False
134,Q5287,Statistics,False
134,Q8261,Vocabulary,True
134,Q7716,Writing,True
134,Q6269,Inorganic,True
135,Q4014,Algebra,False
135,Q4468,Algebra,False
135,Q5091,Algebra,False
135,Q5166,Algebra,False
135,Q4579,Algebra,False
135,Q4003,Statistics,True
135,Q4828,Algebra,False
135,Q3531,Geometry,False
135,Q3724,Statistics,True
135,Q6894,Vocabulary,False
135,Q8205,Vocabulary,False
135,Q4504,Geometry,True
135,Q2627,Algebra,True
135,Q5897,Algebra,False
135,Q4834,Statistics,False
135,Q5960,Mechanics,True
135,Q4020,Algebra,True
135,Q6635,Reading Comprehension,True
135,Q5504,Statistics,True
135,Q4399,Statistics,True
136,Q4992,Algebra,True
136,Q3894,Statistics,True
136,Q4492,Algebra,True
136,Q5801,Statistics,False
136,Q3367,Algebra,True
136,Q7121,Vocabulary,False
136,Q3184,Algebra,True
136,Q4608,Statistics,True
136,Q5070,Algebra,True
136,Q8149,Grammar,False
136,Q5654,Algebra,True
136,Q3953,Algebra,True
136,Q7366,Vocabulary,False
136,Q4230,Algebra,True
136,Q8433,Vocabulary,False
136,Q5979,Inorganic,True
136,Q3124,Statistics,True
136,Q8592,Vocabulary,False
136,Q7338,Vocabulary,False
136,Q3959,Algebra,True
136,Q7347,Vocabulary,False
136,Q5479,Statistics,True
136,Q6410,Reading Comprehension,True
136,Q5360,Geometry,True
136,Q7624,Vocabulary,False
137,Q8038,Vocabulary,True
137,Q3976,Algebra,False
137,Q5314,Statistics,True
137,Q6575,Reading Comprehension,False
137,Q7054,Vocabulary,False
137,Q7308,Writing,True
137,Q4884,Algebra,False
137,Q2227,Algebra,False
137,Q6819,Reading Comprehension,True
137,Q2816,Algebra,False
137,Q4844,Algebra,True
137,Q5026,Algebra,False
137,Q5421,Geometry,True
137,Q5737,Algebra,True
137,Q4861,Algebra,False
137,Q8818,Vocabulary,True
137,Q4018,Algebra,True
137,Q7856,Vocabulary,True
137,Q3249,Algebra,True
137,Q8334,Vocabulary,False
138,Q6839,Reading Comprehension,True
138,Q4225,Algebra,True
